Exporter,Importer,Lookup,2013,2014,2015,2016,2017,2018,2019,2020
Russian Federation,Mauritius,Russian FederationMauritius,6,2,3,5,5,4,4,
Serbia,Mauritius,SerbiaMauritius,0,0,1,1,2,2,4,
Slovakia,Mauritius,SlovakiaMauritius,0,0,0,0,0,0,0,
Slovenia,Mauritius,SloveniaMauritius,0,0,0,0,0,0,0,
Sweden,Mauritius,SwedenMauritius,4,2,3,315,659,10,2,
United Kingdom,Mauritius,United KingdomMauritius,455,645,422,,,,,
Albania,Mexico,AlbaniaMexico,,,,,0,1,0,
Australia,Mexico,AustraliaMexico,71,83,77,79,102,100,,
Austria,Mexico,AustriaMexico,78,92,133,96,108,145,130,
Belgium,Mexico,BelgiumMexico,505,692,713,607,731,960,557,
Bosnia and Herzegovina,Mexico,Bosnia and HerzegovinaMexico,,,0,0,0,0,0,
Bulgaria,Mexico,BulgariaMexico,3,4,4,4,7,9,7,
Canada,Mexico,CanadaMexico,1020,977,921,940,1127,1405,1493,
Croatia,Mexico,CroatiaMexico,7,4,7,4,12,5,4,
Cyprus,Mexico,CyprusMexico,0,0,0,1,1,1,1,
Czech Republic,Mexico,Czech RepublicMexico,25,30,46,49,58,71,65,
Denmark,Mexico,DenmarkMexico,287,427,319,261,324,380,381,
Estonia,Mexico,EstoniaMexico,3,2,2,4,3,6,10,
Finland,Mexico,FinlandMexico,78,142,83,89,103,80,121,
France,Mexico,FranceMexico,1256,1309,1053,1348,1384,1956,2130,
Germany,Mexico,GermanyMexico,2339,2638,2620,2724,3117,3640,3679,
Greece,Mexico,GreeceMexico,49,32,127,110,110,149,197,
Hong Kong,Mexico,Hong KongMexico,,,,,,,,
Hungary,Mexico,HungaryMexico,20,36,12,15,28,48,30,
Iceland,Mexico,IcelandMexico,4,3,4,8,14,16,13,
Ireland,Mexico,IrelandMexico,305,492,637,749,767,1516,1748,
Italy,Mexico,ItalyMexico,448,510,481,445,375,447,436,
Japan,Mexico,JapanMexico,,1314,1370,1410,1472,1455,,
Latvia,Mexico,LatviaMexico,0,0,2,1,1,1,2,
Lithuania,Mexico,LithuaniaMexico,2,1,,,7,,1,
Luxembourg,Mexico,LuxembourgMexico,165,125,142,152,195,221,162,
Malta,Mexico,MaltaMexico,1,,,,1,,,
Netherlands,Mexico,NetherlandsMexico,1554,1118,923,933,1823,2241,2556,
New Zealand,Mexico,New ZealandMexico,16,24,20,28,31,33,,
Poland,Mexico,PolandMexico,15,25,27,33,32,46,52,
Portugal,Mexico,PortugalMexico,31,36,40,54,62,65,67,
Romania,Mexico,RomaniaMexico,6,7,7,11,15,18,17,
Russian Federation,Mexico,Russian FederationMexico,19,56,39,22,23,68,39,
Serbia,Mexico,SerbiaMexico,0,0,0,0,8,2,3,
Slovakia,Mexico,SlovakiaMexico,1,4,5,6,11,10,12,
Slovenia,Mexico,SloveniaMexico,1,2,4,6,4,7,6,
Spain,Mexico,SpainMexico,1835,2148,2057,2510,2342,2737,2736,
Sweden,Mexico,SwedenMexico,239,217,227,174,248,341,396,
Switzerland,Mexico,SwitzerlandMexico,1277,1073,901,1105,963,973,,
United Kingdom,Mexico,United KingdomMexico,1183,819,1215,1187,1104,1226,1322,1128
United States,Mexico,United StatesMexico,28880,29466,31053,31039,31789,32865,32738,23433
Albania,Micronesia,AlbaniaMicronesia,,,,,0,0,,
Austria,Micronesia,AustriaMicronesia,0,0,0,0,0,0,0,
Belgium,Micronesia,BelgiumMicronesia,0,0,0,0,0,0,0,
Bosnia and Herzegovina,Micronesia,Bosnia and HerzegovinaMicronesia,,,0,0,0,0,0,
Bulgaria,Micronesia,BulgariaMicronesia,0,0,0,0,0,0,0,
Croatia,Micronesia,CroatiaMicronesia,0,0,0,0,0,0,0,
Cyprus,Micronesia,CyprusMicronesia,0,0,0,0,0,0,0,
Czech Republic,Micronesia,Czech RepublicMicronesia,0,0,0,0,0,9,0,
Denmark,Micronesia,DenmarkMicronesia,0,0,11,0,0,0,0,
Estonia,Micronesia,EstoniaMicronesia,0,0,,0,0,0,0,
Finland,Micronesia,FinlandMicronesia,0,0,0,0,0,0,0,
France,Micronesia,FranceMicronesia,0,0,0,0,2,0,0,
Germany,Micronesia,GermanyMicronesia,0,,0,0,0,0,,
Greece,Micronesia,GreeceMicronesia,0,0,0,0,0,1,0,
Hungary,Micronesia,HungaryMicronesia,0,0,0,0,0,,0,
Iceland,Micronesia,IcelandMicronesia,0,0,0,0,0,0,0,
Ireland,Micronesia,IrelandMicronesia,0,0,0,,,,0,
Italy,Micronesia,ItalyMicronesia,0,0,0,0,0,1,2,
Latvia,Micronesia,LatviaMicronesia,0,0,0,0,0,0,0,
Lithuania,Micronesia,LithuaniaMicronesia,0,0,0,0,0,,0,
Luxembourg,Micronesia,LuxembourgMicronesia,0,0,0,0,0,0,0,
Malta,Micronesia,MaltaMicronesia,,,,,0,,,
Netherlands,Micronesia,NetherlandsMicronesia,0,2,2,1,0,1,0,
Poland,Micronesia,PolandMicronesia,0,0,0,0,0,0,0,
Portugal,Micronesia,PortugalMicronesia,0,0,0,0,0,0,0,
Romania,Micronesia,RomaniaMicronesia,0,0,0,0,0,0,,
Russian Federation,Micronesia,Russian FederationMicronesia,,,,,,,0,
Serbia,Micronesia,SerbiaMicronesia,0,0,0,0,0,0,0,
Slovakia,Micronesia,SlovakiaMicronesia,0,0,0,0,0,0,0,
Slovenia,Micronesia,SloveniaMicronesia,0,0,0,0,0,0,0,
Sweden,Micronesia,SwedenMicronesia,0,0,0,0,0,0,0,
United Kingdom,Micronesia,United KingdomMicronesia,0,0,0,,,,,
Albania,Moldova,AlbaniaMoldova,,,,,0,1,,
Austria,Moldova,AustriaMoldova,31,43,22,14,16,20,27,
Belgium,Moldova,BelgiumMoldova,11,8,9,13,17,17,24,
Bosnia and Herzegovina,Moldova,Bosnia and HerzegovinaMoldova,,,0,0,0,0,0,
Bulgaria,Moldova,BulgariaMoldova,20,30,31,33,38,44,47,
Croatia,Moldova,CroatiaMoldova,1,1,1,3,2,5,3,
Cyprus,Moldova,CyprusMoldova,3,3,0,0,0,1,1,
Czech Republic,Moldova,Czech RepublicMoldova,27,18,22,25,30,31,38,
Denmark,Moldova,DenmarkMoldova,1,1,1,1,1,1,1,
Estonia,Moldova,EstoniaMoldova,2,3,1,2,2,2,4,
Finland,Moldova,FinlandMoldova,0,0,1,1,1,1,1,
France,Moldova,FranceMoldova,60,56,47,19,19,30,27,
Greece,Moldova,GreeceMoldova,22,86,39,34,48,22,51,
Hungary,Moldova,HungaryMoldova,12,11,11,15,24,26,31,
Iceland,Moldova,IcelandMoldova,0,0,0,0,0,0,1,
Ireland,Moldova,IrelandMoldova,1,,,,,,,
Italy,Moldova,ItalyMoldova,84,112,110,89,69,86,82,
Latvia,Moldova,LatviaMoldova,3,4,2,2,2,1,4,
Lithuania,Moldova,LithuaniaMoldova,4,6,4,3,3,,8,
Luxembourg,Moldova,LuxembourgMoldova,1,1,8,1,1,1,1,
Malta,Moldova,MaltaMoldova,1,,,,1,,,
Netherlands,Moldova,NetherlandsMoldova,58,17,15,9,6,5,4,
Poland,Moldova,PolandMoldova,9,39,17,29,38,50,52,
Portugal,Moldova,PortugalMoldova,1,3,4,1,2,2,2,
Romania,Moldova,RomaniaMoldova,167,188,131,143,91,100,97,
Russian Federation,Moldova,Russian FederationMoldova,449,327,205,199,285,275,239,
Serbia,Moldova,SerbiaMoldova,1,0,0,0,0,0,1,
Slovakia,Moldova,SlovakiaMoldova,2,3,4,4,5,7,7,
Slovenia,Moldova,SloveniaMoldova,1,1,1,1,1,1,1,
Sweden,Moldova,SwedenMoldova,23,14,14,11,11,9,8,
United Kingdom,Moldova,United KingdomMoldova,45,51,52,,,,,
Albania,Mongolia,AlbaniaMongolia,,,,,0,0,,
Austria,Mongolia,AustriaMongolia,3,3,4,3,2,4,2,
Belgium,Mongolia,BelgiumMongolia,8,12,6,3,5,5,3,
Bosnia and Herzegovina,Mongolia,Bosnia and HerzegovinaMongolia,,,0,0,0,0,0,
Bulgaria,Mongolia,BulgariaMongolia,0,1,1,0,1,0,0,
Croatia,Mongolia,CroatiaMongolia,0,0,0,0,0,0,0,
Cyprus,Mongolia,CyprusMongolia,0,0,0,0,0,0,0,
Czech Republic,Mongolia,Czech RepublicMongolia,11,9,8,8,10,13,15,
Denmark,Mongolia,DenmarkMongolia,106,3,0,1,2,2,2,
Estonia,Mongolia,EstoniaMongolia,0,0,0,0,2,0,0,
Finland,Mongolia,FinlandMongolia,0,0,0,0,1,1,1,
France,Mongolia,FranceMongolia,40,,9,,8,8,10,
Germany,Mongolia,GermanyMongolia,27,24,19,,,,,
Greece,Mongolia,GreeceMongolia,0,0,0,0,0,0,0,
Hungary,Mongolia,HungaryMongolia,1,1,0,0,1,1,0,
Iceland,Mongolia,IcelandMongolia,0,0,0,0,0,0,0,
Ireland,Mongolia,IrelandMongolia,,,,,5,,,
Italy,Mongolia,ItalyMongolia,2,1,2,3,2,0,2,
Latvia,Mongolia,LatviaMongolia,0,0,0,0,0,0,0,
Lithuania,Mongolia,LithuaniaMongolia,0,1,0,0,1,,1,
Luxembourg,Mongolia,LuxembourgMongolia,1,1,1,0,0,0,0,
Malta,Mongolia,MaltaMongolia,0,,,,,,,
Netherlands,Mongolia,NetherlandsMongolia,9,5,4,4,5,7,6,
Poland,Mongolia,PolandMongolia,5,6,3,3,2,2,3,
Portugal,Mongolia,PortugalMongolia,0,0,0,0,0,0,0,
Romania,Mongolia,RomaniaMongolia,0,0,0,0,0,0,0,
Russian Federation,Mongolia,Russian FederationMongolia,95,92,90,91,103,136,179,
Serbia,Mongolia,SerbiaMongolia,0,0,0,0,0,0,0,
Slovakia,Mongolia,SlovakiaMongolia,0,0,0,3,0,0,0,
Slovenia,Mongolia,SloveniaMongolia,0,0,1,1,1,2,1,
Sweden,Mongolia,SwedenMongolia,11,5,8,6,6,5,4,
United Kingdom,Mongolia,United KingdomMongolia,45,33,66,,,,,
Albania,Montenegro,AlbaniaMontenegro,,,,,102,64,,
Austria,Montenegro,AustriaMontenegro,28,29,14,23,18,18,19,
Belgium,Montenegro,BelgiumMontenegro,7,8,7,10,12,13,12,
Bulgaria,Montenegro,BulgariaMontenegro,4,6,3,4,5,6,5,
Croatia,Montenegro,CroatiaMontenegro,38,38,40,30,34,36,31,
Czech Republic,Montenegro,Czech RepublicMontenegro,1,2,2,3,5,9,5,
Denmark,Montenegro,DenmarkMontenegro,1,1,1,3,5,7,7,
Estonia,Montenegro,EstoniaMontenegro,,1,,1,1,1,2,
Finland,Montenegro,FinlandMontenegro,0,0,0,0,3,1,1,
France,Montenegro,FranceMontenegro,15,9,8,,,15,10,
Greece,Montenegro,GreeceMontenegro,4,4,3,13,8,36,26,
Hungary,Montenegro,HungaryMontenegro,,6,4,3,5,6,5,
Iceland,Montenegro,IcelandMontenegro,0,0,0,0,0,0,0,
Ireland,Montenegro,IrelandMontenegro,,,,,,,12,
Italy,Montenegro,ItalyMontenegro,23,21,17,14,10,12,24,
Latvia,Montenegro,LatviaMontenegro,0,0,0,0,0,1,0,
Lithuania,Montenegro,LithuaniaMontenegro,,,,,,,0,
Luxembourg,Montenegro,LuxembourgMontenegro,1,13,10,7,9,8,11,
Netherlands,Montenegro,NetherlandsMontenegro,21,17,17,15,20,24,24,
Poland,Montenegro,PolandMontenegro,1,2,1,4,2,2,2,
Portugal,Montenegro,PortugalMontenegro,0,0,0,0,1,1,1,
Romania,Montenegro,RomaniaMontenegro,,,,2,,,,
Russian Federation,Montenegro,Russian FederationMontenegro,17,18,14,13,14,10,10,
Serbia,Montenegro,SerbiaMontenegro,193,198,183,189,207,256,254,
Slovakia,Montenegro,SlovakiaMontenegro,3,4,3,3,4,5,4,
Slovenia,Montenegro,SloveniaMontenegro,19,18,15,16,18,21,26,
Sweden,Montenegro,SwedenMontenegro,4,6,8,14,18,18,80,
United Kingdom,Montenegro,United KingdomMontenegro,16,15,0,11,0,11,488,1
Albania,Morocco,AlbaniaMorocco,,,,,0,0,5,
Austria,Morocco,AustriaMorocco,12,17,9,10,15,34,32,
Belgium,Morocco,BelgiumMorocco,135,121,98,118,87,113,115,
Bosnia and Herzegovina,Morocco,Bosnia and HerzegovinaMorocco,,,0,0,0,0,0,
Bulgaria,Morocco,BulgariaMorocco,4,3,2,3,3,4,4,
Croatia,Morocco,CroatiaMorocco,0,1,0,1,3,3,1,
Cyprus,Morocco,CyprusMorocco,1,0,0,0,0,,1,
Czech Republic,Morocco,Czech RepublicMorocco,7,7,6,8,9,17,18,
Denmark,Morocco,DenmarkMorocco,61,55,53,56,109,92,143,
Estonia,Morocco,EstoniaMorocco,0,0,0,0,0,0,1,
Finland,Morocco,FinlandMorocco,11,21,28,37,38,27,22,
France,Morocco,FranceMorocco,1572,1800,1933,1764,1882,2595,2573,
Germany,Morocco,GermanyMorocco,89,114,111,130,162,195,203,
Greece,Morocco,GreeceMorocco,14,13,55,56,68,99,109,
Hungary,Morocco,HungaryMorocco,2,3,1,2,2,12,3,
Iceland,Morocco,IcelandMorocco,0,0,0,0,0,1,1,
Ireland,Morocco,IrelandMorocco,,56,79,77,,,109,
Italy,Morocco,ItalyMorocco,169,223,172,162,233,254,203,
Latvia,Morocco,LatviaMorocco,0,0,1,1,0,0,0,
Lithuania,Morocco,LithuaniaMorocco,0,0,,,0,,1,
Luxembourg,Morocco,LuxembourgMorocco,36,31,37,39,29,22,18,
Malta,Morocco,MaltaMorocco,,,,,,,,
Netherlands,Morocco,NetherlandsMorocco,483,225,184,160,174,173,181,
Poland,Morocco,PolandMorocco,8,13,8,10,10,10,15,
Portugal,Morocco,PortugalMorocco,48,54,49,53,53,61,55,
Romania,Morocco,RomaniaMorocco,14,15,13,14,10,24,10,
Russian Federation,Morocco,Russian FederationMorocco,3,4,3,3,8,7,12,
Serbia,Morocco,SerbiaMorocco,0,0,0,0,1,0,0,
Slovakia,Morocco,SlovakiaMorocco,0,2,0,0,1,0,1,
Slovenia,Morocco,SloveniaMorocco,1,1,1,0,1,2,1,
Spain,Morocco,SpainMorocco,770,927,1020,1337,1497,1333,1385,
Sweden,Morocco,SwedenMorocco,51,76,43,34,47,46,35,
United Kingdom,Morocco,United KingdomMorocco,399,584,530,296,341,319,286,182
United States,Morocco,United StatesMorocco,610,588,654,721,951,943,787,421
Albania,Mozambique,AlbaniaMozambique,,,,,0,0,,
Austria,Mozambique,AustriaMozambique,0,0,4,1,1,2,9,
Belgium,Mozambique,BelgiumMozambique,27,28,34,40,14,14,13,
Bosnia and Herzegovina,Mozambique,Bosnia and HerzegovinaMozambique,,,0,0,0,0,0,
Bulgaria,Mozambique,BulgariaMozambique,0,1,0,0,0,0,0,
Croatia,Mozambique,CroatiaMozambique,0,0,0,0,0,0,0,
Cyprus,Mozambique,CyprusMozambique,0,,0,0,0,0,0,
Czech Republic,Mozambique,Czech RepublicMozambique,1,1,2,2,2,7,3,
Denmark,Mozambique,DenmarkMozambique,16,18,22,18,17,29,25,
Estonia,Mozambique,EstoniaMozambique,0,0,0,0,0,0,1,
Finland,Mozambique,FinlandMozambique,8,16,11,3,3,5,6,
France,Mozambique,FranceMozambique,40,72,124,95,82,,,
Germany,Mozambique,GermanyMozambique,49,31,19,22,23,22,27,
Greece,Mozambique,GreeceMozambique,0,0,29,25,41,54,57,
Hungary,Mozambique,HungaryMozambique,0,0,1,0,0,0,0,
Iceland,Mozambique,IcelandMozambique,0,0,0,0,0,0,0,
Ireland,Mozambique,IrelandMozambique,11,11,8,7,8,9,9,
Italy,Mozambique,ItalyMozambique,8,12,116,9,6,3,15,
Latvia,Mozambique,LatviaMozambique,0,0,0,0,0,0,0,
Lithuania,Mozambique,LithuaniaMozambique,0,,,,0,,,
Luxembourg,Mozambique,LuxembourgMozambique,1,16,1,1,7,13,13,
Netherlands,Mozambique,NetherlandsMozambique,26,14,48,32,14,27,24,
Poland,Mozambique,PolandMozambique,0,0,0,6,1,0,10,
Portugal,Mozambique,PortugalMozambique,193,290,381,292,229,261,247,
Romania,Mozambique,RomaniaMozambique,10,5,6,2,0,0,0,
Russian Federation,Mozambique,Russian FederationMozambique,1,0,0,0,0,0,0,
Serbia,Mozambique,SerbiaMozambique,0,0,0,0,0,0,0,
Slovakia,Mozambique,SlovakiaMozambique,0,0,0,0,0,0,0,
Slovenia,Mozambique,SloveniaMozambique,0,0,0,0,0,0,0,
Sweden,Mozambique,SwedenMozambique,61,15,36,24,5,2,6,
United Kingdom,Mozambique,United KingdomMozambique,339,480,396,,,,,
Albania,Myanmar,AlbaniaMyanmar,,,,,0,0,,
Austria,Myanmar,AustriaMyanmar,4,1,1,1,1,2,12,
Belgium,Myanmar,BelgiumMyanmar,5,1,2,2,2,2,3,
Bosnia and Herzegovina,Myanmar,Bosnia and HerzegovinaMyanmar,,,0,0,0,0,0,
Bulgaria,Myanmar,BulgariaMyanmar,0,0,1,0,0,0,0,
Croatia,Myanmar,CroatiaMyanmar,0,0,0,0,0,1,0,
Cyprus,Myanmar,CyprusMyanmar,0,0,0,0,0,0,0,
Czech Republic,Myanmar,Czech RepublicMyanmar,0,0,0,0,0,1,1,
Denmark,Myanmar,DenmarkMyanmar,4,5,5,7,5,7,9,
Estonia,Myanmar,EstoniaMyanmar,0,0,,0,0,0,0,
Finland,Myanmar,FinlandMyanmar,0,23,50,40,14,,16,
France,Myanmar,FranceMyanmar,,,108,,116,111,93,
Germany,Myanmar,GermanyMyanmar,24,24,11,15,17,20,19,
Greece,Myanmar,GreeceMyanmar,0,1,11,9,8,9,9,
Hungary,Myanmar,HungaryMyanmar,0,0,0,0,0,0,0,
Iceland,Myanmar,IcelandMyanmar,0,0,0,0,0,0,0,
Ireland,Myanmar,IrelandMyanmar,0,8,,,,,,
Italy,Myanmar,ItalyMyanmar,1,1,1,3,2,2,4,
Latvia,Myanmar,LatviaMyanmar,0,0,0,0,0,0,0,
Lithuania,Myanmar,LithuaniaMyanmar,0,,0,0,0,,0,
Luxembourg,Myanmar,LuxembourgMyanmar,1,17,33,39,33,9,0,
Malaysia,Myanmar,MalaysiaMyanmar,170,82,77,56,40,38,43,38
Malta,Myanmar,MaltaMyanmar,,,,,0,,,
Netherlands,Myanmar,NetherlandsMyanmar,77,11,23,23,28,35,32,
Poland,Myanmar,PolandMyanmar,0,0,0,0,8,3,1,
Portugal,Myanmar,PortugalMyanmar,0,0,0,0,0,0,0,
Romania,Myanmar,RomaniaMyanmar,1,0,1,0,0,0,0,
Russian Federation,Myanmar,Russian FederationMyanmar,3,3,10,39,31,44,28,
Serbia,Myanmar,SerbiaMyanmar,7,13,2,0,1,1,0,
Singapore,Myanmar,SingaporeMyanmar,297,298,311,376,290,323,302,
Slovakia,Myanmar,SlovakiaMyanmar,0,0,0,0,0,0,0,
Slovenia,Myanmar,SloveniaMyanmar,0,0,0,0,0,0,0,
Sweden,Myanmar,SwedenMyanmar,2,14,33,40,35,44,25,
United Kingdom,Myanmar,United KingdomMyanmar,239,174,299,,,,,
Albania,Namibia,AlbaniaNamibia,,,,,0,0,,
Austria,Namibia,AustriaNamibia,7,11,2,3,5,2,3,
Belgium,Namibia,BelgiumNamibia,9,7,3,7,5,5,6,
Bosnia and Herzegovina,Namibia,Bosnia and HerzegovinaNamibia,,,0,0,0,0,0,
Bulgaria,Namibia,BulgariaNamibia,0,0,1,1,2,2,1,
Croatia,Namibia,CroatiaNamibia,0,0,0,0,0,0,0,
Cyprus,Namibia,CyprusNamibia,0,0,0,0,0,0,0,
Czech Republic,Namibia,Czech RepublicNamibia,1,0,0,0,0,2,0,
Denmark,Namibia,DenmarkNamibia,48,24,27,14,18,19,25,
Estonia,Namibia,EstoniaNamibia,0,0,0,0,0,1,0,
Finland,Namibia,FinlandNamibia,1,1,1,0,0,0,1,
France,Namibia,FranceNamibia,24,,13,10,14,20,,
Germany,Namibia,GermanyNamibia,85,54,33,35,,,,
Greece,Namibia,GreeceNamibia,0,0,9,8,11,21,14,
Hungary,Namibia,HungaryNamibia,0,0,0,0,0,0,0,
Iceland,Namibia,IcelandNamibia,0,0,1,0,1,5,1,
Ireland,Namibia,IrelandNamibia,0,,3,3,5,6,7,
Italy,Namibia,ItalyNamibia,3,11,17,12,13,11,6,
Latvia,Namibia,LatviaNamibia,0,0,0,0,0,0,0,
Lithuania,Namibia,LithuaniaNamibia,0,0,0,,0,,0,
Luxembourg,Namibia,LuxembourgNamibia,7,31,23,22,29,38,26,
Netherlands,Namibia,NetherlandsNamibia,18,11,12,9,10,11,17,
Poland,Namibia,PolandNamibia,0,1,17,6,2,0,0,
Portugal,Namibia,PortugalNamibia,5,17,12,9,7,5,4,
Romania,Namibia,RomaniaNamibia,0,0,0,0,0,0,0,
Russian Federation,Namibia,Russian FederationNamibia,0,1,0,1,1,1,1,
Serbia,Namibia,SerbiaNamibia,0,0,0,0,0,0,1,
Slovakia,Namibia,SlovakiaNamibia,0,0,0,0,0,0,0,
Slovenia,Namibia,SloveniaNamibia,0,0,0,0,0,0,0,
Sweden,Namibia,SwedenNamibia,10,3,5,4,6,4,4,
United Kingdom,Namibia,United KingdomNamibia,41,58,115,,,,,
Albania,Nauru,AlbaniaNauru,,,,,0,0,,
Austria,Nauru,AustriaNauru,0,0,0,0,0,0,0,
Belgium,Nauru,BelgiumNauru,0,0,0,0,0,0,0,
Bosnia and Herzegovina,Nauru,Bosnia and HerzegovinaNauru,,,0,0,0,0,0,
Bulgaria,Nauru,BulgariaNauru,0,0,0,0,0,0,0,
Croatia,Nauru,CroatiaNauru,3,0,0,0,2,0,0,
Cyprus,Nauru,CyprusNauru,0,0,0,0,0,0,0,
Czech Republic,Nauru,Czech RepublicNauru,0,0,0,0,0,6,0,
Denmark,Nauru,DenmarkNauru,0,0,18,0,0,0,0,
Estonia,Nauru,EstoniaNauru,0,0,0,0,0,0,,
Finland,Nauru,FinlandNauru,0,0,0,0,0,0,0,
France,Nauru,FranceNauru,0,0,,,-1,0,0,
Germany,Nauru,GermanyNauru,0,0,,,,,,
Greece,Nauru,GreeceNauru,0,0,0,0,0,0,2,
Hungary,Nauru,HungaryNauru,0,0,0,0,0,0,,
Iceland,Nauru,IcelandNauru,0,0,0,0,0,0,0,
Ireland,Nauru,IrelandNauru,0,0,0,0,0,0,0,
Italy,Nauru,ItalyNauru,0,0,0,0,0,0,0,
Latvia,Nauru,LatviaNauru,0,0,0,0,0,0,0,
Lithuania,Nauru,LithuaniaNauru,0,0,0,0,0,,0,
Luxembourg,Nauru,LuxembourgNauru,0,5,4,0,0,0,0,
Malta,Nauru,MaltaNauru,0,,,,0,,,
Netherlands,Nauru,NetherlandsNauru,0,2,1,0,0,0,0,
Poland,Nauru,PolandNauru,0,0,0,0,0,0,0,
Portugal,Nauru,PortugalNauru,0,0,0,0,0,0,0,
Romania,Nauru,RomaniaNauru,0,,,,,,,
Russian Federation,Nauru,Russian FederationNauru,,,0,,,,0,
Serbia,Nauru,SerbiaNauru,0,0,0,0,0,0,0,
Slovakia,Nauru,SlovakiaNauru,0,0,0,0,0,0,0,
Slovenia,Nauru,SloveniaNauru,0,0,0,0,0,0,0,
Sweden,Nauru,SwedenNauru,0,0,0,0,0,0,0,
United Kingdom,Nauru,United KingdomNauru,0,0,0,,,,,
Albania,Nepal,AlbaniaNepal,,,,,0,0,,
Austria,Nepal,AustriaNepal,0,0,1,1,1,2,1,
Belgium,Nepal,BelgiumNepal,3,3,4,3,5,7,6,
Bosnia and Herzegovina,Nepal,Bosnia and HerzegovinaNepal,,,0,0,0,0,0,
Bulgaria,Nepal,BulgariaNepal,0,0,0,0,0,0,0,
Croatia,Nepal,CroatiaNepal,0,0,0,0,0,0,0,
Cyprus,Nepal,CyprusNepal,0,0,0,0,,0,0,
Czech Republic,Nepal,Czech RepublicNepal,0,0,1,0,1,83,6,
Denmark,Nepal,DenmarkNepal,10,10,8,11,21,17,23,
Estonia,Nepal,EstoniaNepal,0,0,0,0,0,0,1,
Finland,Nepal,FinlandNepal,3,3,0,1,1,1,4,
France,Nepal,FranceNepal,3,11,11,4,5,5,4,
Germany,Nepal,GermanyNepal,8,9,12,13,15,17,12,
Greece,Nepal,GreeceNepal,0,0,0,0,0,0,0,
Hungary,Nepal,HungaryNepal,0,0,0,0,0,0,0,
Iceland,Nepal,IcelandNepal,0,0,0,0,0,0,0,
Ireland,Nepal,IrelandNepal,0,0,0,0,0,,,
Italy,Nepal,ItalyNepal,1,9,1,10,2,10,1,
Latvia,Nepal,LatviaNepal,0,0,0,0,1,0,0,
Lithuania,Nepal,LithuaniaNepal,0,,,0,2,,1,
Luxembourg,Nepal,LuxembourgNepal,36,27,22,20,19,26,36,
Malaysia,Nepal,MalaysiaNepal,93,160,86,43,24,32,38,18
Malta,Nepal,MaltaNepal,,,,,,,,
Netherlands,Nepal,NetherlandsNepal,23,39,12,7,7,6,7,
Poland,Nepal,PolandNepal,0,0,0,1,1,5,2,
Portugal,Nepal,PortugalNepal,0,0,0,0,1,0,0,
Romania,Nepal,RomaniaNepal,0,0,0,0,0,0,1,
Russian Federation,Nepal,Russian FederationNepal,1,1,1,0,1,1,1,
Serbia,Nepal,SerbiaNepal,0,0,0,0,0,0,0,
Slovakia,Nepal,SlovakiaNepal,1,0,0,0,0,0,0,
Slovenia,Nepal,SloveniaNepal,0,0,0,0,0,0,0,
Sweden,Nepal,SwedenNepal,2,10,1,14,26,29,22,
United Kingdom,Nepal,United KingdomNepal,95,69,189,,,,,
Albania,Netherlands,AlbaniaNetherlands,,,,,14,17,21,
Australia,Netherlands,AustraliaNetherlands,457,479,346,349,380,543,,
Austria,Netherlands,AustriaNetherlands,2650,2750,2453,2539,2850,3261,3244,2860
Belgium,Netherlands,BelgiumNetherlands,15211,17203,15422,15876,17466,18510,17871,17752
Bosnia and Herzegovina,Netherlands,Bosnia and HerzegovinaNetherlands,,,25,26,34,50,54,
Bulgaria,Netherlands,BulgariaNetherlands,225,227,223,268,291,421,367,
Canada,Netherlands,CanadaNetherlands,1053,989,912,1023,1043,1144,1150,
Croatia,Netherlands,CroatiaNetherlands,492,418,411,504,504,396,491,252
Cyprus,Netherlands,CyprusNetherlands,218,214,205,184,219,254,238,181
Czech Republic,Netherlands,Czech RepublicNetherlands,847,877,802,820,1059,1090,1167,998
Denmark,Netherlands,DenmarkNetherlands,2418,2360,1989,2132,2206,2579,2618,
Estonia,Netherlands,EstoniaNetherlands,133,146,137,131,143,196,212,186
Finland,Netherlands,FinlandNetherlands,606,751,706,697,772,1076,969,909
France,Netherlands,FranceNetherlands,13920,15217,14451,14776,14625,17503,17081,14927
Germany,Netherlands,GermanyNetherlands,18182,18111,15976,16998,18834,21265,20575,17431
Greece,Netherlands,GreeceNetherlands,1204,1301,877,936,1171,1210,1110,
Hong Kong,Netherlands,Hong KongNetherlands,443,408,412,400,464,488,474,
Hungary,Netherlands,HungaryNetherlands,992,921,890,819,1104,1162,1191,966
Iceland,Netherlands,IcelandNetherlands,109,127,117,161,196,201,167,108
Ireland,Netherlands,IrelandNetherlands,4720,5330,4691,4860,5609,7804,8137,7975
Italy,Netherlands,ItalyNetherlands,3692,3884,2978,3094,3936,4108,3940,3364
Japan,Netherlands,JapanNetherlands,,2826,2628,2786,3013,2717,,
Latvia,Netherlands,LatviaNetherlands,114,138,125,132,147,144,167,144
Lithuania,Netherlands,LithuaniaNetherlands,231,260,266,299,379,532,713,747
Luxembourg,Netherlands,LuxembourgNetherlands,3626,3839,3093,3168,3250,3588,3585,
Malaysia,Netherlands,MalaysiaNetherlands,612,583,498,482,372,371,365,362
Malta,Netherlands,MaltaNetherlands,218,,,,897,,,
New Zealand,Netherlands,New ZealandNetherlands,92,105,96,105,112,122,,
Poland,Netherlands,PolandNetherlands,2549,2625,2424,2726,3458,4480,4717,4930
